,words
3112,"['最近', '好多', '粉絲', '朋友', '私訊', '小車', '詢問', '該不該', '參加', '兩檔', '上市', '股息', '募集', '小車', '挑選', '四大', '原則', '一年', '以上', '觀察期', '上市', '未上市', '選股', '邏輯', '符合', '需求', '嘗試', '小額', '買進', '實驗', '等過', '一年', '觀察期', '站穩腳步', '加大', '投入', '金額', '股息', '選擇', '股剛', '破萬九新', '高點', '發行', '參加', '募集', '好處', '發行價', '上市', '遇到', '多頭', '行情', '皆大歡喜', '先買', '股市', '反轉', '容易', '長時間', '處於', '破發', '淨值', '跌破', '發行價', '情況', '市值', '成長', '為主', '長時間', '處於', '破發', '會令', '持有者', '懷疑', '人生', '看好', '未來', '成長', '動能', '股價', '大幅', '反彈', '期待', '發行', '日為', '年月日', '處於', '全球股市', '低迷', '期剛', '發行', '時長', '達個', '處於', '破發', '狀態', '直到', '站穩', '發行價', '一路', '飆漲', '股息', '領息', '價格', '飆高', '受限', '其選股', '邏輯', '高殖', '利率', '股價', '天花板', '無法', '成長', '一路', '向北', '復返', '配息', '能力', '挑選', '股息', '需要', '考量', '重點', '配息', '能力', '觀察', '選股', '邏輯', '篩選', '成分股', '留意', '長時間', '處於', '破發', '風險', '高不高', '一檔', '收益', '評價', '淨值', '低於', '發行價', '影響', '配息', '表現', '發時', '配息', '只能', '配股', '所得', '資本', '價差', '所得', '一檔', '配息', '來源', '最近', '除息', '配息元', '投信', '公布', '配息', '組成', '可知', '三種', '來源', '利息', '所得', '實現', '資本', '利得', '假設', '收益', '評價', '淨值', '低於', '發行價', '發配', '實現', '資本', '利得', '配發', '延後', '至下', '收益', '評價', '觀察', '淨值', '是否', '高於', '發行價', '再來', '評估', '是否', '配發', '舉例', '訂定', '每年', '最後', '一日', '收益', '評價', '淨值', '為元', '遠高於', '發行價', '本次', '配發', '資本', '利得', '問題', '相反', '破發', '資本', '利得', '發放', '原本', '配息', '只能', '配元', '削減', '配息', '能力', '遠離', '破發', '風險', '挑選', '股息', '重點', '股息', '發行價', '今日', '淨值', '整理', '發行價', '大盤', '逼近', '萬九', '發行', '發行價', '淨值', '發行價', '淨值', '發行', '年月日', '大盤', '跌至', '萬二', '發行價', '淨值', '發行', '年月日', '大盤', '約點', '起漲', '發行價', '淨值', '發配', '打折扣', '本文', '內容', '已獲', '小車', '存股', '實驗', '授權', '原文', '處於', '未經', '同意', '禁止', '取用', '轉載']"
3113,"['知美', '選擇', '每個', '月底', '無腦', '買進', '一張', '希望', '能夠', '培養', '長期', '存股', '習慣', '這次', '碰上', '除息', '心想', '應該', '有腦', '一次', '除息日', '當天', '撿便宜', '特地', '提早', '兩天', '今日', '開盤', '買進', '萬萬', '沒想到', '短短', '小時', '打開', '手機', '發現', '最低', '價格', '出現', '辦法', '準確', '預測', '小時', '一年', '十年', '市場', '價格', '上漲', '下跌', '正是', '市場', '具有', '無法', '準確', '預測', '特性', '大多數', '小資', '選擇', '定期', '定額', '利用', '長期', '價格', '持有', '方式', '無腦', '買進', '一次', '高點', '過度', '影響', '整體', '持有', '價格', '打算', '長期', '持有', '存股', '過程', '一定', '遇到', '全球', '系統性', '崩盤', '持有', '價格', '大幅', '縮水', '地方', '練習', '過度', '在意', '零點', '幾元', '買進', '價格', '差異', '逐步', '培養', '過度', '在意', '幾萬元', '帳面', '損益', '逐漸', '培養', '理財', '習慣', '內心', '越養越', '強大', '往後', '面臨', '未知', '風險', '相信', '能夠', '依舊', '維持', '紀律', '養成', '習慣', '知美一', '利用', '價格', '定期', '定額', '今天', '依舊', '用元', '價格', '持續', '買進', '辦法', '準確', '預測', '市場', '面臨', '大漲', '慶幸', '持續', '參與', '面臨', '大跌', '慶幸', '子彈', '能夠', '低檔', '加碼', '理財', '一種', '幫助', '累積', '資產', '方式', '生活', '部將', '重心', '放在', '家人', '朋友', '身上', '放在', '零點', '幾元', '價差', '更有意義', '本文', '內容', '獲知', '授權', '原文', '處於', '未經', '同意', '禁止', '取用', '轉載']"
3114,"['昨天', '限動', '問答', '最多人', '成長型', '有點', '出乎意料', '之外', '來說', '學習', '機會', '接觸', '股息', '之外', '以下內容', '我會', '兩個', '公開', '資料', '分別', '簡式', '公開', '說明書', '官網', '揭露', '資訊', '心得', '分享', '喜歡', '直接', '破題', '先講', '結論', '標的', '台積', '電輝', '上游', '設備', '材料', '供應鏈', '也就是說', '看好', '半導體', '科技', '台積', '電輝', '上游', '供應鏈', '配息', '成分股', '國外', '電子設備', '材料廠', '預見', '追逐', '資本', '利得', '波動', '比較', '股息', '投入', '成本', '打算', '持有', '務必', '做好', '停損', '停利', '策略', '認為', '比較', '適合', '積極', '追求', '價差', '持有', '考慮', '不好', '符合', '投資', '策略', '由個', '國家', '成分股', '組成', '半導體', '設備', '材料', '製造', '包含', '成分股', '多位', '全球', '市佔率', '比高', '公司', '投資', '標的', '國外', '廠商', '持有', '聽過', '公司', '打算', '持有', '認為', '瞭解', '一下', '裡面', '至少', '十大', '成分股', '營收', '這間', '公司', '未來', '前景', '投資', '負責', '態度', '投資', '標的', '一知半解', '投資', '範圍', '涵括', '國家', '地區', '經濟', '政治', '因素', '產業', '景氣', '循環', '因素', '造成', '潛在', '風險', '也就是說', '留意', '國家', '地區', '有沒有', '重大事件', '影響', '成分股', '台灣', '營收', '資訊', '比較', '即時', '得多花', '點心', '力去', '查找', '資料', '認識', '成分股', '覺得', '傷腦筋', '地方', '熟悉', '涵蓋', '範圍', '太廣', '以上', '公開', '說明書', '官網', '一點', '心得', '包括', '投資', '建議', '那句話', '申購', '前應', '詳閱', '公開', '說明書', '投資', '順利', '本文', '內容', '已獲', '槓桿', '存股哥', '授權', '原文', '處於', '未經', '同意', '禁止', '取用', '轉載']"
3115,"['今天', '女子', '看到', '二則', '有趣', '新聞', '分別', '轉載自', '達人', '擁有', '亮點', '一語道破', '股價', '創高', '成份股', '發行價', '降至', '稱不上', '便宜', '另一則', '重壓', '網卻', '勸別', '全下', '二者', '觀念', '資訊', '正確', '女子', '決定', '利用', '午休', '時間', '分享', '心得', '新聞', '表格', '說明', '成分股', '近期', '股價', '創新', '暗示', '進場', '高點', '這點', '女子', '之前', '分享', '過這題', '必考題', '回到', '老話', '一句', '經濟趨勢', '台股', '回點', '回點', '知道', '美股', '股台', '持續', '創高', '事實', '持續', '創高', '持續', '空手', '抱持', '心態', '永遠', '擔心', '恐懼', '想像', '貪婪', '後悔', '點時', '入手', '投資', '永遠', '說法', '文說', '股價', '持續', '創高', '完全', '議題', '應該', '回到', '投資', '本質', '選股', '邏輯', '認同', '持續', '股價', '創新', '高來', '攻擊', '當初', '根本', '需要', '持續', '緊抱', '元大台灣', '從點', '到點', '獲得', '資本', '比配', '股息', '多上', '好幾倍', '配年', '價差', '配息', '商品', '先看', '三檔', '產品', '十大', '持股', '資料', '時間', '資料', '來源', '投信', '業者', '網站', '先前', '曾經', '討論', '過度', '集中', '中小型', '成分股', '股價', '漲跌', '主因', '規模', '成長', '股價', '中小型', '資金', '大量', '進入', '容易', '造成', '股價', '波動', '復華', '投信', '官網', '公告', '一次', '換股', '成分股', '換了', '搭上', '發行', '台股', '上漲', '趨勢', '相似', '總計', '成分股', '目前', '公佈', '十大', '持股', '中有', '重複', '權重', '共計', '公佈', '十大', '持股', '中則', '重疊', '真的', '要講', '股票', '機會', '遠大於', '重複', '權重', '相對', '同樣', '配息', '台股', '顯然', '今天', '感受', '後進', '壓力', '市場', '一些', '資訊', '流傳', '女子', '從業者', '網站', '抓來', '資料', '看到', '成分股', '重疊', '比率', '有差', '倒過', '來說', '規模', '一直', '成長', '等同於', '現在', '公佈', '成分股', '重疊', '相對', '顯然', '選股', '邏輯', '造成', '看到', '您還', '覺得', '產品', '投資人', '留意', '每年', '換股', '資訊', '選股', '邏輯', '中小型', '可能性', '更高', '本文', '內容', '獲碎念', '女子', '萬萬歲', '授權', '原文', '處於', '未經', '同意', '禁止', '取用', '轉載']"
3116,"['台股', '今天', '早盤', '續寫', '盤中', '最高', '指數', '賣壓', '隨即', '出籠', '加權指數', '終場', '收黑', '國泰', '永續', '股息', '今天', '除息', '股價', '收盤', '處於', '貼息', '狀態', '成交量', '爆出', '萬張', '大量', '位居', '交易量', '排行', '之冠', '國泰', '永續', '股息', '今年', '第季', '單位', '配發', '今天', '除息', '除息', '參考價', '為元', '早盤', '一度', '攻高到', '隨著台', '股翻', '股價', '回檔', '整理', '除息', '首日', '下跌', '元收', '國泰', '永續', '股息', '配息', '政策', '一年', '次年', '第季', '配息', '金額', '為元', '第季', '配息元', '今年', '第季', '碼到', '穩定', '配息', '吸引', '投資人', '追捧', '目前', '受益', '人數', '多達', '萬人', '國民', '之稱', '國泰', '永續', '股息', '除息', '前日', '遭遇', '法人', '棄息', '賣壓', '湧現', '法人', '合計', '賣超', '萬張', '名列', '法人', '賣超', '排行榜', '第名', '股息', '成為', '台灣', '投資人', '新寵', '目前', '國內', '股息', '累積', '達到', '檔年', '資產', '規模', '增加', '億元', '人氣', '大匯集', '投信', '公司', '紛紛', '統一', '投信', '本週', '宣布', '準備', '推出', '旗下', '首檔', '台股', '台灣', '高息', '動能', '標榜', '結合', '高息', '動能', '選股', '策略', '日開', '募將', '國內', '第檔', '股息']"
3117,"['臺灣', '證券', '交易所', '表示', '由元大', '投信', '經理', '元大標', '普金日', '傘型', '期貨', '信託', '基金', '之元大', '標普', '日圓', '單日', '正向', '指數', '股票', '期貨', '信託', '基金', '受益', '憑證', '簡稱', '期元大', '日圓', '代號', '今年', '暫停', '融資', '融券', '交易', '停止', '有價證券', '借貸', '當日', '沖銷', '交易', '證交所', '表示', '基金', '最近', '十個', '營業日', '基金', '平均', '單位', '淨資產', '價值', '最初', '單位', '淨資產', '價值', '累積', '跌幅', '百分之六十五', '核有', '證交所', '受益', '憑證', '買賣', '辦法', '第條', '第項', '所定', '情事', '自月', '受益', '憑證', '暫停', '融資', '融券', '交易', '停止', '有價證券', '借貸', '當日', '沖銷', '交易', '了結', '融資', '融券', '交易', '不在此限']"
3118,"['統一', '台灣', '高息', '動能', '將於', '募集', '繳款', '兩檔', '台股', '高息', '拚場', '網路上', '掀起', '瘋狂', '討論', '熱度', '身為', '今年', '第一', '打頭陣', '台股', '高息', '標榜', '股息', '動能', '擁有', '小資', '甜甜', '每月', '現金流', '股息', '報酬', '高值', '特色', '許多', '網友', '敲碗', '財經網', '財經專家', '製作', '影片', '分析', '網友', '看好', '等於', '財富', '密碼', '一檔', '千億', '高息', '預購', '起跑', '預購', '申購', '避免', '募集', '壅塞', '統一', '投信', '官方', '臉書', '粉絲團', '留言', '湧入', '許多', '詢問', '申購', '盛況', '看出', '買氣', '爆棚', '各大', '投資', '論壇', '熱烈', '討論', '新一代', '高息', '戰將', '網友', '表示', '強也', '財富', '密碼', '相信', '投資', '大神', '喜歡', '選股', '邏輯', '淡季', '無謂', '換股', '兼顧', '股息', '價差', '錢要', '放在', '會長', '地方', '統一', '投信', '台股', '績效', '長期', '持有', '統一', '奔騰', '黑馬', '相信', '一隻', '配息', '統一', '黑馬', '同一個', '經理人', '績效', '超強', '用夏普值', '調節', '增強', '報酬率', '感覺', '厲害', '每月', '不吃', '領息', '策略', '深深', '打動', '上班族', '網友', '表示', '搭配', '雙周配', '實在', '厲害', '以後', '每個', '現金', '收入', '規劃', '做好', '月初', '薪水', '中領', '配息', '股息', '月底', '繼續下去', '動力', '投資人', '提到', '台股', '高檔', '網友', '熱烈', '交流', '分批', '布局', '投資', '策略', '認為', '台股', '看多', '不用', '害怕', '今天', '高點', '明天', '低點', '網友', '分享', '申購', '順便', '問問', '營業員', '意見', '營業員', '建議', '先買', '一筆', '選股', '機制', '真的', '看好', '後續', '回檔', '加碼', '利用', '配息', '投入', '長期', '持有', '募集', '先買', '一些', '之後', '定期', '定額', '長期', '存股']"
3119,"['日圓', '跌太慘', '暫停', '融券', '臺灣', '證券', '交易所', '表示', '期元大', '日圓', '正自月', '日起', '暫停', '融資', '融券', '交易', '停止', '有價證券', '借貸', '當日', '沖銷', '交易', '了結', '融資', '融券', '交易', '不在此限', '證交所', '表示', '元大', '投信', '經理', '元大標', '普金日', '傘型', '期貨', '信託', '基金', '之元大', '標普', '日圓', '單日', '正向', '指數', '股票', '期貨', '信託', '基金', '受益', '憑證', '簡稱', '期元大', '日圓', '代號', '自月', '日起', '暫停', '融資', '融券', '交易', '停止', '有價證券', '借貸', '當日', '沖銷', '交易', '證交所', '表示', '基金', '最近', '十個', '營業日', '基金', '平均', '單位', '淨資產', '價值', '最初', '單位', '淨資產', '價值', '累積', '跌幅', '百分之六十五', '核有', '證交所', '受益', '憑證', '買賣', '辦法', '第條', '第項', '所定', '情事', '自月', '受益', '憑證', '暫停', '融資', '融券', '交易', '停止', '有價證券', '借貸', '當日', '沖銷', '交易', '了結', '融資', '融券', '交易', '不在此限']"
3120,"['台股', '放假', '開高走低', '盤中', '振幅', '短短', '小時', '指數', '急殺', '低點', '震盪', '逾點', '網友', '投資', '報酬率', '損益', '考慮', '獲利', '了結', '再將', '資金', '定期', '定額', '美股', '其他人', '則認', '資金', '不多', '需要', '特別', '換股', '以上', '考慮', '美股', '有人', '建議', '比較', '一名', '網友', '發文', '表示', '他出', '社會', '兩年', '持續', '投資', '目前', '報酬率', '損益', '萬元', '預估', '現值', '萬元', '考慮', '獲利', '不錯', '想要', '賣出', '定期', '定額', '投資', '美股', '未來', '出現', '低價', '買進', '投資', '擔心', '做法', '失去', '存股', '初衷', '變成', '價差', '波段', '其他人', '建議', '比較', '穩台灣', '原本', '放著', '資金', '這是', '智障', '操作', '標普', '高點', '轉低', '基期', '陸股', '真的', '放著', '無所謂', '程度', '部位', '一丁點', '就別', '東想西', '認真', '工作', '持續', '投入', '庫存', '來說', '失敗', '建議', '以上', '考慮', '美股', '事實上', '台美', '股市', '長期', '含息', '市場', '報酬', '台灣還', '不用', '管要', '用錢', '時能', '質押', '不用', '賣股', '太少', '繼續', '這點', '資金', '股光', '匯差', '手續費', '扣光', '先放著', '直接', '定期', '定額', '投資', '標的', '新存', '改存', '一定', '台灣', '未來', '投資', '美股', '這裡', '合情', '繼續', '存存', '再來', '一次', '定期', '定額', '長期投資', '價差', '比益', '比高', '改買', '即可']"
3121,"['投資', '有效', '對抗', '通貨膨脹', '達到', '目的', '一名', '年收入', '網友', '打算', '投入', '資金', '存股', '考慮', '投資', '網友', '建議', '投資', '正二', '分別', '投資', '剩餘', '資金', '留著', '大盤', '買進', '一名', '網友', '發文', '表示', '年收入', '萬元', '多年', '房屋', '增值', '近期', '增貸', '投資', '一間', '預售', '打算', '剩餘', '資金投入', '股市', '存股', '自稱', '容易', '心浮氣躁', '過去', '個股', '虧損', '上百萬', '平時', '事務', '繁忙', '時間', '盯盤', '打算', '領配息', '複利', '網友', '考慮', '投資', '試算', '三檔', '配息', '分別', '每月', '每季', '領到', '配息', '集中', '投入', '完全', '不領', '好奇', '遇到', '股災', '方法', '妥妥', '問題', '其他人', '留言', '各萬留', '大盤', '再補', '收本', '終勝', '已經', '不敗之地', '大盤', '買高', '股息', '四等', '失業', '應該', '問題', '收夠', '建議', '直接', '反正', '回來', '收本', '終勝', '全部', '押台', '積電', '比較', '留言', '年收', '身邊', '一大堆', '懂得', '投資', '年收', '來問', '一堆', '年收', '得到', '印台', '積電', '十年', '打開', '賣掉', '退休', '無腦', '剩下', '一些', '飆股', '現金流', '應該', '定期', '定額', '一點', '再配', '指數', '大跌', '之後', '加碼', '傳產且', '剛需', '食品', '化肥', '波動', '電信', '但殖', '利率']"
3122,"['美國', '經濟', '強健', '黏著', '聯準', '不願', '太快', '寬鬆', '貨幣政策', '市場', '降息', '預期', '大幅', '轉弱', '網友', '討論', '六月', '降息', '投資', '長天', '公債', '考慮', '網友', '建議', '天期', '最長', '未來', '反彈', '最大', '有人', '直言', '會漲', '比較', '路透', '報導', '過去', '一個月', '投資人', '今年', '預估', '降息', '次數', '減半', '上周五', '聯邦', '資金', '利率', '期貨', '顯示', '外界', '估計', '今年', '降息', '基點', '約碼', '低於', '月初', '預期', '降息', '基點', '約碼', '估計', '首次', '降息', '時間', '點也', '延後', '一名', '網友', '發文', '表示', '外界', '預測', '降息', '延後', '六月', '考慮', '延後', '降息', '投資', '長天', '公債', '考慮', '標的', '最多人', '溢價', '朋友', '買進', '天期', '最長', '存續', '時間', '最長', '降息', '反彈', '幅度', '最大', '好奇', '三檔', '應該', '一檔', '裡面', '溢價', '最小', '折價', '有點', '擔心', '流動性', '不高', '問題', '其他人', '留言', '現在', '還再', '解套', '中買', '天期', '最長', '至少', '反彈', '存續', '期間', '降息', '就會', '反漲', '溢價', '幅度', '覺得', '應該', '會漲', '比較', '費用', '最低', '規模', '最大', '流動性', '最好']"
3123,"['民眾', '機器人', '投資', '境內外', '將更', '方便', '金管會', '宣布', '客戶', '機器人', '理財', '投資', '境外', '債券', '有價證券', '投顧', '券商', '客戶', '簽妥', '三方', '契約', '客戶', '同意', '投顧', '執行', '自動', '平衡', '交易', '客戶', '就免', '一趟', '券商', '簽約', '一站式', '完成', '交易', '目前', '機器人', '理財', '自動', '平衡', '交易', '永豐', '金證', '阿爾發', '投顧', '合作', '將有位', '客戶', '可望', '率先', '受惠', '目前', '阿爾發', '投顧', '推薦', '境外', '有價證券', '平衡', '交易', '共有', '檔證期', '局主秘', '尚光琪', '說法', '修改', '券商', '訂好', '相關', '內控', '並與', '投顧', '客戶', '簽妥', '三方', '合約', '未來', '境外', '債券', '境外', '有價證券', '投顧', '執行', '自動', '平衡', '交易', '提升', '客戶', '交易', '效率', '月底', '統計', '共家', '投顧', '銀行', '開辦', '機器人', '理財', '業務', '累計', '客戶', '數萬人', '累計', '資產', '管理', '規模', '億元', '全案', '起因', '永豐', '金證', '阿爾發', '投顧', '金管會', '監理', '門診', '反映', '目前', '多數', '投顧', '業者', '提供', '機器人', '理財', '自動', '平衡', '交易', '納入', '境外', '透過', '券商', '委託', '買賣', '程序', '繁複', '規定', '券商', '投顧', '委託', '電腦系統', '自動', '客戶', '自動', '平衡', '交易', '解決', '此一', '痛點', '金管會', '預告', '修改', '券商', '管理', '證券', '商人', '規則', '兩大', '規定', '允許', '券商', '客戶', '投顧', '事業', '簽妥', '三方', '合約', '接受', '投顧', '事業', '電腦系統', '自動', '客戶', '執行', '自動', '平衡', '交易', '今天', '預告', '期滿', '近期', '發布', '上路', '尚光琪', '券商', '內控', '並與', '投顧', '客戶', '簽妥', '三方', '合約', '開辦', '機器人', '理財', '投資人', '自動', '平衡', '意思', '投資', '組合', '重新', '平衡', '一次', '投資', '過程', '投資', '組合', '比例', '市場', '波動', '改變', '導致', '投資', '偏離', '原先', '設定', '執行', '平衡', '交易', '維持', '投資人', '設定', '投資', '標的', '比例', '做好', '風險', '控管']"
3124,"['過去', '一周', '各類', '債市', '資金', '流向', '分歧', '整體', '固定', '收益', '資金', '淨流入', '億美元', '美國', '全球', '債市', '分別', '獲億', '億美元', '資金', '淨流入', '新興', '市場', '歐洲', '新興', '當地', '債卻', '出現', '億億', '億美元', '流出', '債券', '信評', '類別', '投資', '債獲', '億美元', '淨流入', '投資', '級債', '資金', '獲得', '億美元', '資金', '淨流入', '富蘭克林', '坦伯頓', '精選', '收益', '基金', '經理人', '桑娜', '德賽', '表示', '市場', '先前', '過度', '樂觀', '預期', '聯準', '今年', '降息', '時程', '預期', '幾季', '市場', '調整', '預期', '美國', '十年', '公債', '利率', '重返', '水準', '值此', '過程', '逐步', '拉長', '存續', '期間', '良機', '市場', '焦點', '現金', '過度', '聚焦', '聯準', '回應', '態度', '固定', '收益', '資產', '投組', '扮演', '分散', '降低', '波動', '功能', '鮮明']"
3125,"['年代', '日本', '半導體', '產業', '處於', '全球', '霸主', '繁榮', '階段', '時至今日', '具有', '半導體', '設備', '原材料', '競爭', '優勢', '這次', '台積電', '前往', '熊本', '設廠', '第一座', '晶圓廠', '預計', '年底', '正式', '生產', '台積電', '這次', '受到', '日本政府', '大力支持', '合計', '兩座', '補助', '金額', '高達', '日圓', '台積', '電身', '全球', '晶圓', '代工', '龍頭', '擁有', '全世界', '領先', '先進', '製程', '技術', '台積', '電要', '能夠', '完整', '創造', '一張', '半導體', '晶片', '仰賴', '上游', '設備', '材料', '供應商', '合作', '原始', '尚未', '切割成', '矽晶圓', '矽晶柱', '原料', '方面', '需要', '仰賴', '半導體', '材料', '提供', '薄膜', '沉積', '曝光', '顯影', '蝕刻', '技術', '通通', '需要', '搭配', '先進', '製程', '半導體', '設備', '幫忙', '全球', '半導體', '產業', '護國', '神山', '台積電', '半導體', '設備', '材料', '身處', '供應鏈', '上游', '肩負起', '半導體', '供應鏈', '重要', '一環', '這也', '日本', '半導體', '產業', '全球', '占有', '重要', '地位', '半導體', '設備', '全球', '半導體', '材料', '全球', '台灣', '半導體', '產業', '晶圓', '代工', '設計', '蓬勃發展', '獨缺', '半導體', '設備', '材料', '半導體', '設備', '材料', '主要', '受到', '三大', '護城河', '優勢', '保護', '取代', '性低', '客戶', '黏著度', '龍頭', '寡佔', '上游', '設備', '材料', '供應商', '擁有', '多項', '專利技術', '保護', '較晚', '發展', '企業', '長期', '投入', '大量', '研發', '資金', '根本無法', '目前', '龍頭', '設備', '材料', '抗衡', '工業氣體', '供應商', '業務', '客戶', '黏著度', '範疇', '長期', '合約', '為主', '明顯', '護城河', '優勢', '擁護', '各大', '龍頭企業', '市場份額', '掌握', '大多數', '話語權', '參與', '日本', '半導體', '中信', '上游', '半導體', '年月日', '年月日', '正式', '募集', '全台灣', '第一', '聚焦', '全球', '半導體', '關鍵技術', '設備', '製造', '材料', '製造', '兩大', '產業', '成分', '檔數', '總共', '利用', '市值', '由大至', '挑選', '半導體', '設備', '產業', '半導體', '材料', '產業', '進行', '收益分配', '配息', '減少', '股息', '配發', '持續', '複利', '投入', '經理', '每年', '保管費', '每年', '發行', '價格', '新台幣', '一張', '需要', '萬元', '入手', '全球', '半導體', '上游', '龍頭', '銷售', '機構', '中國', '信託', '投信', '中國', '信託', '證券', '元大', '證券', '元富', '證券', '永豐', '證券', '玉山', '證券', '兆豐', '證券', '合庫', '證券', '國泰', '證券', '國票', '證券', '證券', '第一', '證券', '統一', '證券', '凱基', '證券', '富邦', '證券', '華南', '永昌', '證券', '群益', '金鼎', '證券', '本文', '內容', '獲知', '授權', '原文', '處於', '未經', '同意', '禁止', '取用', '轉載']"
3126,"['台灣', '半導', '產業', '自年', '正式', '完成', '庫存', '調整', '展開', '每至', '新一波', '產業', '周期', '上升', '循環', '產業', '面據', '預期', '終端', '消費', '手機', '伺服器', '需求', '湧現', '生成式', '技術', '擴散', '醫學', '物流', '交通', '部門', '法律', '應用領域', '功效', '將使', '半導體', '需求', '重新', '加速', '中信', '關鍵', '半導體', '經理人', '張圭慧', '表示', '晶片', '大廠', '輝達', '財報', '優於', '預期', '激勵', '台股', '科技股', '走勢', '特別', '半導體', '族群', '脫穎而出', '預期', '題材', '持續', '發酵', '相關', '供應鏈', '題材', '前景', '樂觀', '建議', '持續', '關注', '台美', '科技', '大廠', '策略', '動向', '財報', '表現', '總經', '市場', '展望', '投資人', '可採', '分批', '布局', '方式', '參與', '產業', '復甦', '行情', '群益', '半導體', '收益', '經理', '謝明志', '認為', '台美', '科技', '龍頭', '先後', '財報', '表現', '傳出', '佳音', '帶動', '近期', '相關', '半導體', '表現', '勁揚', '連帶', '半導體', '受惠', '上漲', '後市', '謝明志', '指出', '歷經', '庫存', '調整', '今年', '半導體業', '重回', '成長', '軌道', '市場', '共識', '發展', '領銜', '應用', '層面', '更趨', '廣泛', '意味著', '後續', '需求', '成長', '動能', '越高', '相關', '供應鏈', '有望', '持續', '受惠', '台灣', '半導體業', '全球', '大勢', '中居', '關鍵', '要角', '無論是', '晶圓', '代工', '封測', '設計', '建議', '投資人', '透過', '半導體', '收益', '布局', '掌握', '半導體', '成長', '行情', '透過', '指數', '篩選', '半導體', '高息', '股來', '兼顧', '收益', '需求', '一舉兩得']"
3127,"['農曆年', '市場', '資金', '充沛', '投信', '業者', '開春', '搶募', '商品', '統計', '六檔', '基金', '進場', '吸金', '合計', '募集', '規模', '千億元', '資金', '將再', '轉化', '挹注', '台股', '聯發', '科長', '榮群光', '成分股', '均將', '迎來', '買盤', '投顧', '法人', '表示', '掛牌', '股息', '成分股', '近期', '進入', '台股', '企業', '宣布', '股利', '政策', '高峰期', '雙重', '話題', '加持', '將是', '台股', '中旬', '盤面', '重要', '主流', '募集', '六檔', '投信', '商品', '基金', '三檔', '基金', '包括', '群益', '時機', '對策', '投資', '等級', '債券', '路博邁', '優選', '平衡', '豐收', '增長', '多重', '資產', '募集', '時間', '分別', '日日', '日則', '統一', '台灣', '高息', '動能', '元大', '臺灣', '價值', '高息', '中國', '信託', '上游', '半導體', '投信', '募集', '基金', '經濟日報', '提供', '中國', '信託', '上游', '半導體', '代號', '三檔', '之末', '搶下', '金龍年', '開春', '首發', '募集', '期間', '橫跨', '上台', '積電', '熊本', '開幕', '題材', '熱度', '超乎', '公司', '預期', '準備', '搶先', '下周一', '成立', '再來', '開幕', '轟動', '兩檔', '股息', '統一', '台灣', '高息', '動能', '元大', '臺灣', '價值', '高息', '各將', '日日', '募集', '台股', '募集', '成立', '均將', '轉換', '為台', '股新', '動能', '形成', '台股', '龍捲風', '向上', '效應', '中國', '信託', '上游', '半導體', '雖為', '海外', '成分股', '中有', '崇越', '健策', '兩檔', '台股', '統一', '台灣', '高息', '動能', '元大', '臺灣', '價值', '高息', '則是', '純台', '兩檔', '科技股', '居多', '組成', '風格', '以前', '十大', '持股', '長榮', '聯發科', '群光', '名列', '兩檔', '十大', '長榮', '為元大', '臺灣', '價值', '高息', '第一', '持股', '卻是', '統一', '台灣', '高息', '動能', '十大', '持股', '聯發', '科為', '統一', '台灣', '高息', '動能', '第一', '持股', '臺灣', '價值', '高息', '第八', '持股', '群光則', '兩檔', '排名', '第六', '長榮', '聯發科', '兩檔', '指標股', '統一', '台灣', '高息', '動能', '另八檔', '成分股', '為緯', '創大', '聯大', '聯詠', '月光', '投控緯穎', '欣興瑞昱元', '臺灣', '價值', '高息', '則為', '聯電中', '美晶', '神基', '漢唐']"
